"id","setor","subSetor","empName","ultBal","codigo","roic","cresRec5a","nAcoes","divBruta","disponib","ativCirc","ativos","patLiq","recLiq12m","ebit12m","LucLiq12m","recLiq3m","ebit3m","LucLiq3m","ultInsert","ultAt"
"2976","Alimentos Processados","Alimentos Diversos","M.DIASBRANCO ON NM","2024-09-30","MDIA3","11.4","10.8","339000000","2142120000","2102150000","6024380000","12690500000","7849490000","9944370000","1053810000","811284000","2403550000","187994000","124592000","2024-11-09 15:19:25","2024-11-09 15:19:25"
"2977","Programas e Serviços","Programas e Serviços","MOBLY ON NM","2024-09-30","MBLY3","-15.1","-7.4","106490000","16140000","20937000","322379000","665990000","412502000","575985000","-89877000","-79894000","150917000","-19422000","-22422000","2024-11-11 14:35:13","2024-11-11 14:35:13"
"2978","Automóveis e Motocicletas","Automóveis e Motocicletas","PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A ON","2024-09-30","PLAS3","1.8","31.2","12425000","266002000","29951000","237047000","674198000","-497470000","1084990000","9832990","-140030000","297417000","3134000","-35649000","2024-11-11 14:36:42","2024-11-11 14:36:42"
"2979","Químicos","Petroquímicos","DEXXOS PAR PN","2024-09-30","DEXP4","15","15.9","109311000","264387000","391837000","971166000","1515320000","952856000","1742930000","151867000","163521000","494149000","42111000","38456000","2024-11-12 08:13:22","2024-11-12 08:13:22"
"2980","Tecidos, Vestuário e Calçados","Vestuário","TRACK FIELD PN","2024-09-30","TFCO4","25","24.2","159718000","118924000","47357000","512009000","728862000","453573000","780415000","152337000","112483000","204335000","35980000","24525000","2024-11-12 08:13:56","2024-11-12 08:13:56"
"2981","Intermediários Financeiros","Bancos","ITAÚSA PN N1","2024-09-30","ITSA4","0.7","7.6","10328100000","13181000000","8976000000","13520000000","111898000000","86463000000","8119000000","696000000","14040000000","2240000000","205000000","3819000000","2024-11-12 08:15:43","2024-11-12 08:15:43"
"2982","Siderurgia e Metalurgia","Siderurgia","FERBASA PN","2024-09-30","FESA4","6.6","10.5","353175000","305070000","830632000","1808630000","4339960000","3357460000","2170950000","223420000","256265000","597723000","65485000","103485000","2024-11-12 08:15:47","2024-11-12 08:15:47"
"2983","Construção e Engenharia","Produtos para Construção","HAGA ON","2024-09-30","HAGA4","-7.4","-1.5","11900000","20754100","45050800","58394200","65896300","-51269500","29283900","-1431810","4246590","8802070","31273","772243","2024-11-12 08:16:04","2024-11-12 08:16:04"
"2984","Diversos","Aluguel de carros","LOCALIZA RENT A CAR ON","2024-09-30","RENT3","8.9","40.2","1082620000","43156600000","11526300000","19687800000","82593700000","25638700000","35327300000","5606160000","1681320000","9683370000","2032820000","811178000","2024-11-12 08:16:57","2024-11-12 08:16:57"
"2985","Petróleo, Gás e Biocombustíveis","Equipamentos e Serviços","OCEANPACT ON NM","2024-09-30","OPCT3","11.6","39.4","199960000","1463560000","442005000","839400000","2709250000","886877000","1724450000","255350000","99333000","388264000","47820000","-9897000","2024-11-12 08:17:13","2024-11-12 08:17:13"
"2986","Comércio e Distribuição","Alimentos","GRUPO MATEUS ON NM","2024-09-30","GMAT3","13.4","26.9","2209350000","3834530000","698687000","10933300000","17900700000","9274760000","30899800000","1908000000","1320040000","8337060000","583495000","373138000","2024-11-12 08:17:15","2024-11-12 08:17:15"
"2987","Serviços Diversos","Serviços Diversos","GPS ON NM","2024-09-30","GGPS3","10.2","25.1","674855000","5181250000","3203920000","7724300000","14476600000","3435580000","13542500000","1095000000","672728000","4112740000","375598000","145752000","2024-11-12 08:17:20","2024-11-12 08:17:20"
"2988","Viagens e Lazer","Bicicletas","MONARK ON","2024-09-30","BMKS3","-6.2","-7","454750","4665000","158557000","174521000","230072000","202733000","15935000","-4355000","14367000","4691000","-793000","3180000","2024-11-12 08:17:26","2024-11-12 08:17:26"
"2989","Diversos","Serviços Educacionais","SER EDUCA ON NM","2024-09-30","SEER3","9.6","12","128722000","870548000","269504000","859347000","3424490000","1228580000","1939640000","299402000","34738000","474599000","64471000","-2311000","2024-11-12 08:18:18","2024-11-12 08:18:18"
"2990","Comércio","Produtos Diversos","QUERO-QUERO ON NM","2024-09-30","LJQQ3","2.6","9","195073000","570230000","652604000","2598360000","3655080000","563969000","2592950000","69232100","54054000","712271000","27968000","-3676000","2024-11-12 08:18:41","2024-11-12 08:18:41"
"2991","Água e Saneamento","Água e Saneamento","SABESP ON NM","2024-09-30","SBSP3","22.3","17.7","683510000","23857200000","3669010000","8169780000","76134900000","37909000000","35572500000","16075000000","9330920000","14996800000","10019100000","6111880000","2024-11-12 08:18:50","2024-11-12 08:18:50"
"2992","Alimentos Processados","Açucar e Alcool","SAO MARTINHO ON NM","2024-09-30","SMTO3","6.2","15.4","332435000","10229500000","2584880000","6764000000","21205800000","6567680000","7616280000","1112760000","1131690000","1958410000","397962000","187449000","2024-11-12 08:19:11","2024-11-12 08:19:11"
"2993","Diversos","Aluguel de carros","VAMOS ON NM","2024-09-30","VAMO3","13.6","50.9","1081030000","15195200000","4163020000","8007900000","24892000000","5199350000","7037460000","2575910000","694350000","1975350000","685654000","175055000","2024-11-12 08:19:17","2024-11-12 08:19:17"
"2994","Construção Civil","Incorporações","Even ON NM","2024-09-30","EVEN3","10.3","12.9","200000000","1286350000","823021000","4299180000","5288250000","1860320000","2890640000","452628000","113235000","379809000","98545000","-109905000","2024-11-12 08:19:35","2024-11-12 08:19:35"
"2995","Agropecuária","Agricultura","3TENTOS ON NM","2024-09-30","TTEN3","21.9","37.3","498298000","1970580000","1645920000","5873920000","8538810000","3920100000","12001800000","1026250000","795648000","3496560000","336059000","318734000","2024-11-12 08:19:36","2024-11-12 08:19:36"
"2996","Tecidos, Vestuário e Calçados","Acessórios","TECHNOS ON NM","2024-09-30","TECN3","12.6","10.9","64106000","107033000","124494000","463831000","693470000","404134000","374073000","63348000","63946000","94684000","15821000","12881000","2024-11-12 08:19:39","2024-11-12 08:19:39"
"2997","Construção Civil","Incorporações","MELNICK ON NM","2024-09-30","MELK3","4.8","12.2","206269000","343787000","512261000","2072870000","2520080000","1206090000","1015940000","94499000","83198000","245563000","32834000","35574000","2024-11-12 08:20:35","2024-11-12 08:20:35"
"2998","Comércio","Produtos Diversos","GRUPO SBF ON","2024-09-30","SBFG3","9.4","26.4","243797000","2934370000","765340000","4570990000","8440560000","2990420000","7109580000","620404000","527775000","1770290000","162862000","133743000","2024-11-12 08:21:26","2024-11-12 08:21:26"
"2999","Agropecuária","Agricultura","TERRASANTAPA ON NM","2024-09-30","LAND3","3.9","-22.3","96227000","92220000","10188000","26957000","926713000","727517000","71329000","36113000","26708000","17949000","8267000","7368000","2024-11-12 08:22:28","2024-11-12 08:22:28"
"3000","Serviços Financeiros Diversos","Serviços Financeiros Diversos","CLEARSALE ON NM","2024-09-30","CLSA3","-15.2","-1.2","187926000","11331000","363209000","494980000","857970000","697085000","478553000","-70391000","-24581000","114394000","-26803000","-10340000","2024-11-12 08:23:32","2024-11-12 08:23:32"
"3001","Máquinas e Equipamentos","Máq. e Equip. Construção e Agrícolas","METISA PN","2024-09-30","MTSA4","6.1","9.8","8789730","38747200","188732000","458881000","585943000","458554000","482030000","22508500","45251600","152639000","16317800","13963900","2024-11-12 11:23:52","2024-11-12 11:23:52"
"3002","Químicos","Fertilizantes e Defensivos","NUTRIPLANT ON","2024-09-30","NUTR3","13.7","26.4","13244000","12654000","4029000","86246000","118354000","40524000","188827000","13255000","7628000","54826000","3270000","2946000","2024-11-12 11:25:31","2024-11-12 11:25:31"
"3003","Previdência e Seguros","Seguradoras","PORTO SEGURO SA ON","2024-09-30","PSSA3","84.4","19.3","646586000","0","11485200000","26934900000","46284300000","13418900000","35592100000","29385600000","2662960000","9339120000","7695130000","739083000","2024-11-12 11:30:14","2024-11-12 11:30:14"
"3004","Viagens e Lazer","Produção de Eventos e Shows","PARQUE ANHEMBI PNB","2024-09-30","AHEB6","38","63.7","8544000","4617000","73498000","310100000","515816000","160224000","714667000","155206000","143091000","186415000","12975000","25995000","2024-11-12 20:10:56","2024-11-12 20:10:56"
"3005","Comércio","Material de Transporte","EMBPAR S/A ON","2024-09-30","EPAR3","-0.8","-42.9","14861000","0","19874000","25610000","94662000","76818000","179881000","-603000","-15708000","1367000","-2666000","-22000","2024-11-12 20:20:11","2024-11-12 20:20:11"
"3006","Energia Elétrica","Energia Elétrica","CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA PNB","2024-09-30","CEBR6","16","-21","72082000","0","676559000","771591000","1475680000","1075360000","349138000","125368000","172246000","82180000","27301000","47829000","2024-11-13 07:47:12","2024-11-13 07:47:12"
"3007","Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição","RAIZEN PN N2","2024-09-30","RAIZ4","5.6","13.4","10352500000","61252700000","10614200000","66632900000","142659000000","21717600000","242846000000","6077950000","770864000","72909900000","1850700000","-181581000","2024-11-13 07:51:23","2024-11-13 07:51:23"
"3008","Siderurgia e Metalurgia","Artefatos de Ferro e Aço","MANGELS PN N1","2024-09-30","MGEL4","10.5","13.8","5783210","635793000","67826000","378792000","759194000","23116000","928104000","69251000","-833000","259860000","20273000","7510000","2024-11-13 07:57:02","2024-11-13 07:57:02"
"3009","Telecomunicações","Telecomunicações","TELEBRAS PN","2024-09-30","TELB4","-14.2","13.1","86383000","67735000","1336120000","1726470000","3958070000","1224970000","392577000","-343094000","-257803000","104406000","-80930000","-62607000","2024-11-13 07:59:10","2024-11-13 07:59:10"
"3010","Máquinas e Equipamentos","Armas e Munições","TAURUS ARMAS PN","2024-09-30","TASA4","6.3","-0.4","126634000","621607000","164558000","1285020000","2324480000","1198000000","1636480000","128489000","78621000","360653000","25967000","26133000","2024-11-13 08:00:23","2024-11-13 08:00:23"
"3011","Madeira e Papel","Madeira","EUCATEX PN","2024-09-30","EUCA4","9.6","12.4","92619000","833517000","286152000","1695230000","4488640000","2584630000","2767280000","379908000","393800000","774381000","101683000","44276000","2024-11-13 08:01:10","2024-11-13 08:01:10"
"3012","Construção Civil","Incorporações","CURY S/A ON NM","2024-09-30","CURY3","36.2","31.4","291875000","1102530000","1425210000","2628430000","3957290000","1084020000","3702940000","850823000","644382000","1055870000","227560000","170571000","2024-11-13 08:01:21","2024-11-13 08:01:21"
"3013","Serv.Méd.Hospit. Análises e Diagnósticos","Serv.Méd.Hospit. Análises e Diagnósticos","HAPVIDA ON NM","2024-09-30","HAPV3","1.8","28.5","7539460000","11072700000","7404150000","9666300000","73866600000","48687500000","16813900000","1221920000","-446151000","7733430000","214243000","-81263000","2024-11-13 08:01:50","2024-11-13 08:01:50"
"3014","Energia Elétrica","Energia Elétrica","ENEVA ON","2024-09-30","ENEV3","6.4","33.6","1932590000","17427100000","2123150000","7179950000","47339700000","15047200000","9256820000","2820090000","800313000","2581230000","757180000","102678000","2024-11-13 08:01:59","2024-11-13 08:01:59"
"3015","Diversos","Serviços Educacionais","VITRUEDUCA ON NM","2024-09-30","VTRU3","13.9","12.5","134172000","2388650000","525309000","897937000","6007760000","2370060000","2120610000","745712000","69251000","530763000","188889000","24041000","2024-11-13 08:02:12","2024-11-13 08:02:12"
"3016","Programas e Serviços","Programas e Serviços","ENJOEI ON NM","2024-09-30","ENJU3","-25.6","34","205018000","0","210627000","248085000","433669000","323454000","260799000","-50722000","-36718000","68074000","-7087000","-2693000","2024-11-13 08:02:20","2024-11-13 08:02:20"
"3017","Construção Civil","Incorporações","Helbor ON","2024-09-30","HBOR3","3.5","2.9","133851000","2004560000","230474000","3719750000","6424430000","1429510000","1311450000","212326000","53352000","346558000","56633000","9192000","2024-11-13 08:04:59","2024-11-13 08:04:59"
"3018","Comércio","Tecidos, Vestuário e Calçados","LOJAS MARISA ON NM","2024-09-30","AMAR3","5","-13.5","513456000","673963000","31384000","569416000","2010010000","278507000","1148300000","78731000","-433552000","349768000","16521000","-71223000","2024-11-13 08:06:09","2024-11-13 08:06:09"
"3019","Mineração","Minerais Metálicos","CSNMINERACAO ON N2","2024-09-30","CMIN3","30.6","-2.6","5485340000","8740340000","14492600000","16603500000","34460000000","8945330000","17179200000","5504540000","3870520000","3966840000","851625000","446307000","2024-11-13 08:07:43","2024-11-13 08:07:43"
"3020","Alimentos Processados","Açucar e Alcool","JALLESMACHAD ON NM","2024-09-30","JALL3","4.4","13","303542000","4490120000","1213960000","2879130000","7415470000","2090510000","1942480000","262132000","114571000","542668000","140065000","33773000","2024-11-13 08:09:21","2024-11-13 08:09:21"
"3021","Holdings Diversificadas","Holdings Diversificadas","SIMPAR ON NM","2024-09-30","SIMH3","9.7","46.2","873041000","55291600000","14007100000","27842400000","80918900000","3319230000","38842000000","5839420000","-330136000","10865600000","1841780000","10844000","2024-11-13 08:11:08","2024-11-13 08:11:08"
"3022","Comércio","Tecidos, Vestuário e Calçados","VESTE ON","2024-09-30","VSTE3","2.3","14.8","114001000","322006000","43218000","495121000","1640900000","1031380000","1084740000","33815000","-1625000","264590000","1250000","-11790000","2024-11-13 08:11:56","2024-11-13 08:11:56"
"3023","Energia Elétrica","Energia Elétrica","REDE EMPRESAS DE ENERGIA ELÉTRICA S.A. ON","2024-09-30","REDE3","16.1","10.6","2110320000","14411800000","2884270000","8061010000","29840900000","4108030000","17357500000","4106630000","1561650000","4455860000","877126000","286184000","2024-11-13 08:12:44","2024-11-13 08:12:44"
"3024","Agropecuária","Agricultura","SLC Agricola ON NM","2024-09-30","SLCE3","8.3","22.7","443330000","5899620000","1731080000","7923960000","16798700000","4957970000","7575600000","1170700000","401715000","1651830000","87937000","857000","2024-11-13 08:12:49","2024-11-13 08:12:49"
"3025","Viagens e Lazer","Viagens e Turismo","CVC BRASIL ON NM","2024-09-30","CVCB3","5","22.3","525591000","720859000","466589000","2297470000","3943340000","582173000","1537660000","136547000","-116578000","375811000","49358000","14435000","2024-11-13 08:14:13","2024-11-13 08:14:13"
"3026","Serv.Méd.Hospit. Análises e Diagnósticos","Serv.Méd.Hospit. Análises e Diagnósticos","KORA SAUDE ON NM","2024-09-30","KRSA3","6.9","8.8","77334800","2801740000","173103000","1313600000","4723450000","917003000","2276470000","284780000","-100719000","564066000","60559000","-25977000","2024-11-13 08:14:57","2024-11-13 08:14:57"
"3027","Construção Civil","Incorporações","TECNISA ON NM","2024-09-30","TCSA3","-11.5","21.8","73619000","707510000","196166000","673948000","1450090000","439733000","462491000","-141068000","-151696000","86923000","-31935000","-42814000","2024-11-13 08:15:15","2024-11-13 08:15:15"
"3028","Siderurgia e Metalurgia","Siderurgia","CSN ON","2024-09-30","CSNA3","8.1","9.6","1326090000","51631700000","19480800000","34892600000","96877600000","13418300000","43666400000","5668420000","-1379750000","11066600000","1025020000","-840337000","2024-11-13 08:15:43","2024-11-13 08:15:43"
"3029","Tecidos, Vestuário e Calçados","Fios e Tecidos","PETTENATI PN","2024-09-30","PTNT4","4","9.3","48046500","407586000","302233000","604975000","1033920000","400258000","782468000","26158900","27409100","213963000","12826400","14599700","2024-11-13 11:21:31","2024-11-13 11:21:31"
"3030","Material de Transporte","Material Rodoviário","WETZEL S.A. PN","2024-09-30","MWET4","-4.1","15.8","2058000","110961000","551000","136933000","347666000","-1393000","270672000","-13081000","-15309000","76832000","-2400000","-3507000","2024-11-13 11:21:36","2024-11-13 11:21:36"
"3031","Tecidos, Vestuário e Calçados","Fios e Tecidos","CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA PN","2024-09-30","CEDO4","22.7","14.4","10000000","380596000","7127000","414100000","900529000","248620000","1010900000","184985000","63450000","294766000","49983000","17158000","2024-11-13 11:22:28","2024-11-13 11:22:28"
"3032","Transporte","Transporte Aéreo","GOL LINHAS AEREAS INTELIGENTES SA PN","2024-09-30","GOLL4","8.5","30.8","420414000","19297000000","1737930000","7045820000","21829300000","-24031200000","18653000000","1500240000","-2048760000","4959640000","-67862000","-830233000","2024-11-13 11:22:57","2024-11-13 11:22:57"
"3033","Serv.Méd.Hospit. Análises e Diagnósticos","Serv.Méd.Hospit. Análises e Diagnósticos","ONCOCLINICAS ON NM","2024-09-30","ONCO3","8.3","29.4","651756000","5785470000","2158000000","4987160000","12268000000","3790620000","6095430000","756396000","72393000","1634890000","192336000","-15940000","2024-11-13 11:27:08","2024-11-13 11:27:08"
"3034","Transporte","Transporte Ferroviário","MRS LOGÍSTICA S/A PNB MB","2024-09-30","MRSA6B","17.8","20.9","337977000","5979860000","2202350000","3407120000","18043700000","7515520000","7204190000","2704730000","1424180000","1916690000","696145000","459125000","2024-11-14 06:10:05","2024-11-14 06:10:05"
"3035","Energia Elétrica","Energia Elétrica","CEMAR ON MB","2024-09-30","EQMA3B","15.7","10.9","164184000","3530000000","633116000","2401900000","9964000000","4032650000","6148780000","1372220000","760321000","1675140000","357854000","210684000","2024-11-14 06:10:18","2024-11-14 06:10:18"
"3036","Químicos","Químicos Diversos","UNIPAR PARTICIPAÇÕES S.A. PNB","2024-09-30","UNIP6","8.8","5.3","114264000","2782980000","2303430000","3633310000","7582970000","2762980000","4440120000","429094000","423492000","1377010000","165320000","118573000","2024-11-14 06:10:45","2024-11-14 06:10:45"
"3037","Químicos","Químicos Diversos","CRISTAL PNB","2024-09-30","CRPG6","-7.6","-4.6","29019000","12323000","102797000","559893000","850695000","558334000","602278000","-52149000","-109409000","179532000","-10674000","-9232000","2024-11-14 06:10:56","2024-11-14 06:10:56"
"3038","Energia Elétrica","Energia Elétrica","EQTL PARA PNB","2024-09-30","EQPA6","23.4","17","2209070000","5872460000","3117450000","6418540000","17116900000","4861470000","10731700000","2992140000","2074270000","2905050000","786207000","556456000","2024-11-14 06:11:12","2024-11-14 06:11:12"
"3039","Hoteis e Restaurantes","Hotelaria","HOTEIS OTHON S.A. PN","2024-09-30","HOOT4","6.1","40.6","18372000","2005000","11443000","68786000","498014000","-98262000","146129000","28682000","94626000","32419000","7787000","46124000","2024-11-14 06:13:16","2024-11-14 06:13:16"
"3040","Produtos de Uso Pessoal e de Limpeza","Produtos de Limpeza","BOMBRIL SA PN","2024-09-30","BOBR4","33.3","10.6","260510000","377859000","116036000","497143000","921921000","944000","1541150000","203998000","72891000","408163000","38191000","21603000","2024-11-14 06:14:01","2024-11-14 06:14:01"
"3041","Transporte","Transporte Hidroviário","TREVISA INVESTIMENTOS SA PN","2024-09-30","LUXM4","11.2","5.2","20784000","6046000","8408000","21429000","178096000","130398000","131598000","18638000","14033000","33252000","4153000","2798000","2024-11-14 06:15:02","2024-11-14 06:15:02"
"3042","Utilidades Domésticas","Eletrodomésticos","WHIRLPOOL S.A. PN","2024-09-30","WHRL4","33.4","6.7","1502790000","929725000","2641080000","6843940000","9687210000","2499280000","12530700000","932306000","562904000","3252280000","314906000","342157000","2024-11-14 06:15:25","2024-11-14 06:15:25"
"3043","Máquinas e Equipamentos","Máq. e Equip. Industriais","BARDELLA PN","2024-09-30","BDLL4","-6.2","4.3","1600000","185740000","18752000","251585000","550260000","-231705000","14976000","-31897000","100461000","8031000","-3922000","-9694000","2024-11-14 06:15:31","2024-11-14 06:15:31"
"3044","Siderurgia e Metalurgia","Artefatos de Ferro e Aço","PANATLANTICA PN","2024-09-30","PATI4","11.2","7.7","23932000","489029000","544585000","1359440000","1779350000","907705000","2007280000","104227000","78443000","599252000","36655000","41383000","2024-11-14 06:15:44","2024-11-14 06:15:44"
"3045","Energia Elétrica","Energia Elétrica","CEMIG PN N1","2024-09-30","CMIG4","13.9","11","2861780000","14134300000","6621240000","16272700000","63006900000","28060000000","38599400000","7414240000","8004660000","10148900000","1502380000","3279630000","2024-11-14 06:16:03","2024-11-14 06:16:03"
"3046","Energia Elétrica","Energia Elétrica","CEEE-D PN N1","2024-09-30","CEED4","8","8.7","68255000","4767260000","496549000","2153040000","7361390000","-3682990000","5024550000","491429000","-547286000","1405260000","150056000","-133341000","2024-11-14 06:16:23","2024-11-14 06:16:23"
"3047","Diversos","Programas de Fidelização","DOTZ SA ON NM","2024-09-30","DOTZ3","4.8","4.3","13283900","82774000","43249000","83413000","213812000","-245925000","152557000","6935000","-23687000","39819000","-6065000","249000","2024-11-14 06:18:41","2024-11-14 06:18:41"
"3048","Material de Transporte","Material Rodoviário","TUPY ON","2024-09-30","TUPY3","11.9","28.6","144178000","4510230000","2167920000","7192840000","11316000000","3708660000","10793700000","923327000","334277000","2768320000","243027000","50476000","2024-11-14 06:18:56","2024-11-14 06:18:56"
"3049","Serviços Diversos","Serviços Diversos","DTCOM ON","2024-09-30","DTCY3","-33.1","-24.2","11131000","2399000","185000","2514000","5630000","-4989000","5308000","-1694000","-3334000","1390000","-72000","-145000","2024-11-14 06:19:06","2024-11-14 06:19:06"
"3050","Viagens e Lazer","Produção de Eventos e Shows","TIME FOR FUN ON NM","2024-09-30","SHOW3","0.1","85.6","67413000","79618000","102517000","251859000","448402000","154898000","467806000","266000","-18381000","38365000","-6819000","-14913000","2024-11-14 06:19:20","2024-11-14 06:19:20"
"3051","Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição","BRAVA ON","2024-09-30","BRAV3","6.7","139.9","464179000","16757000000","6299250000","9250170000","36068600000","11245700000","8626050000","1870260000","516472000","2193640000","268775000","718725000","2024-11-14 06:19:40","2024-11-14 06:19:40"
"3052","Químicos","Fertilizantes e Defensivos","VITTIA ON NM","2024-09-30","VITT3","8.6","0.9","150314000","197998000","59885000","547717000","903229000","611392000","774129000","69884000","70324000","309379000","67786000","45873000","2024-11-14 06:20:01","2024-11-14 06:20:01"
"3053","Programas e Serviços","Programas e Serviços","WESTWING ON NM","2024-09-30","WEST3","-41.7","-16.3","111093000","11728000","125541000","186592000","316690000","232120000","183180000","-65842000","-40145000","44016000","-8178000","-675000","2024-11-14 06:20:17","2024-11-14 06:20:17"
"3054","Telecomunicações","Telecomunicações","BRISANET ON NM","2024-09-30","BRIT3","6.5","22.6","449095000","1949240000","917651000","1161300000","4057690000","1557890000","1370630000","191316000","115925000","364686000","44454000","15917000","2024-11-14 06:21:01","2024-11-14 06:21:01"
"3055","Energia Elétrica","Energia Elétrica","LIGHT SA ON","2024-09-30","LIGT3","8.4","2.3","372555000","11795500000","2399440000","5610470000","23834000000","2847660000","14422000000","1660900000","-201840000","3717330000","339345000","157549000","2024-11-14 06:21:02","2024-11-14 06:21:02"
"3056","Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição","ENAUTA PART ON","2024-09-30","ENAT3","2.9","16.3","265367000","5958280000","5374110000","5929750000","12699600000","4487040000","2218760000","197858000","562303000","422318000","-154533000","504643000","2024-11-14 06:21:14","2024-11-14 06:21:14"
"3057","Alimentos Processados","Carnes e Derivados","JBS ON NM","2024-09-30","JBSS3","12","10.5","2218120000","103285000000","28534500000","91642500000","226576000000","46708500000","396592000000","20055300000","7286350000","110498000000","8732610000","3842540000","2024-11-14 06:21:18","2024-11-14 06:21:18"
"3058","Exploração de Imóveis","Exploração de Imóveis","ALLOS ON","2024-09-30","ALOS3","5.3","36.4","542937000","0","5837160000","6761030000","29622200000","13944600000","2731040000","1258900000","765255000","657380000","297551000","112774000","2024-11-14 06:21:23","2024-11-14 06:21:23"
"3059","Alimentos Processados","Carnes e Derivados","BRF Foods ON NM","2024-09-30","BRFS3","16.5","11.1","1682470000","19543100000","10808900000","28335200000","60490000000","16530000000","58256100000","5812600000","3268680000","15522700000","1964910000","1024560000","2024-11-14 06:21:37","2024-11-14 06:21:37"
"3060","Computadores e Equipamentos","Computadores e Equipamentos","MULTILASER ON NM","2024-09-30","MLAS3","-12.6","-10.6","820539000","625086000","739899000","3746030000","5137100000","3089550000","3266400000","-449098000","-444575000","809909000","-43661000","1484000","2024-11-14 06:21:45","2024-11-14 06:21:45"
"3061","Água e Saneamento","Água e Saneamento","ORIZON ON NM","2024-09-30","ORVR3","8.6","30.9","82950900","1894300000","668551000","1115740000","3325010000","784105000","871854000","223806000","159919000","249074000","79666000","37084000","2024-11-14 06:21:51","2024-11-14 06:21:51"
"3062","Alimentos Processados","Carnes e Derivados","MINUPAR ON","2024-09-30","MNPR3","13.5","8.8","7100000","0","210000","194459000","350745000","-319189000","335981000","44396000","3238000","87292000","15960000","7616000","2024-11-14 06:22:05","2024-11-14 06:22:05"
"3063","Serv.Méd.Hospit. Análises e Diagnósticos","Serv.Méd.Hospit. Análises e Diagnósticos","REDE D OR ON NM","2024-09-30","RDOR3","12","40","2289290000","35707200000","35179000000","48122600000","97860800000","24469300000","49564700000","7316210000","3690080000","13023200000","1925710000","1145680000","2024-11-14 06:22:11","2024-11-14 06:22:11"
"3064","Comércio","Produtos Diversos","AMERICANAS ON","2024-09-30","AMER3","-9.7","10.2","200243000","1715000000","1080000000","7411000000","18506000000","5717000000","14695000000","-1483000000","11206000000","3197000000","-334000000","10279000000","2024-11-14 06:22:24","2024-11-14 06:22:24"
"3065","Energia Elétrica","Energia Elétrica","CELGPAR ON","2024-09-30","GPAR3","0.9","-63.4","79677000","13955000","195859000","242186000","824883000","768483000","14924000","5903000","-7317000","7573000","-3697000","2170000","2024-11-14 06:22:46","2024-11-14 06:22:46"
"3066","Água e Saneamento","Água e Saneamento","AMBIPAR ON NM","2024-09-30","AMBP3","11.4","59.6","167042000","8594930000","3717080000","5856440000","14172400000","1765850000","6148930000","1154300000","-284543000","2121990000","348213000","30131000","2024-11-14 06:24:08","2024-11-14 06:24:08"
"3067","Máquinas e Equipamentos","Máq. e Equip. Industriais","Metalfrio ON NM","2024-09-30","FRIO3","7.6","8.3","6286000","753504000","145727000","1245710000","1835030000","340187000","2109070000","95667000","19192000","532103000","31191000","3125000","2024-11-14 06:24:27","2024-11-14 06:24:27"
"3068","Comércio e Distribuição","Medicamentos e Outros Produtos","VIVEO ON NM","2024-09-30","VVEO3","4.1","22.3","322821000","3889060000","1789970000","5962690000","10335600000","3014820000","11570100000","280292000","-61168000","2953320000","50809000","-237737000","2024-11-14 06:24:29","2024-11-14 06:24:29"
"3069","Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição","COSAN SA INDUSTRIA E COMERCIO ON","2024-09-30","CSAN3","6.6","34.2","1866570000","68221900000","14627600000","31530900000","144830000000","19923800000","41755500000","8275820000","2236070000","11646300000","2470390000","292881000","2024-11-14 06:24:58","2024-11-14 06:24:58"
"3070","Medicamentos e Outros Produtos","Medicamentos e Outros Produtos","BIOMM SA ON","2024-09-30","BIOM3","-23.8","25.1","126841000","125996000","166046000","268529000","486437000","288368000","122909000","-69993000","-71746000","32261000","-16112000","-16284000","2024-11-14 06:25:08","2024-11-14 06:25:08"
"3071","Comércio e Distribuição","Medicamentos e Outros Produtos","PANVEL FARMÁCIAS ON","2024-09-30","PNVL3","6.5","14.5","150377000","1143840000","200865000","1921770000","3232720000","1195570000","4817770000","157297000","103552000","1236070000","51035000","35858000","2024-11-14 06:25:29","2024-11-14 06:25:29"
"3072","Energia Elétrica","Energia Elétrica","EQUATORIAL ENERGIA S.A. ON NM","2024-09-30","EQTL3","10.1","26","1248080000","51735500000","10280500000","26880300000","112387000000","25676500000","43994100000","9845270000","2222170000","12363300000","2791540000","760071000","2024-11-14 06:25:33","2024-11-14 06:25:33"
"3073","Construção Civil","Incorporações","PLANOEPLANO ON NM","2024-09-30","PLPL3","44.2","28.1","203901000","585921000","690232000","2140980000","2469580000","841408000","2556590000","682801000","339292000","718894000","128020000","119420000","2024-11-14 06:25:47","2024-11-14 06:25:47"
"3074","Hoteis e Restaurantes","Restaurante e Similares","IMC S/A ON NM","2024-09-30","MEAL3","-6.6","15.3","286370000","527344000","175692000","423740000","2619220000","1032000000","2142830000","-151845000","-104702000","601132000","-4812980","-12814000","2024-11-14 06:26:18","2024-11-14 06:26:18"
